Sample,MW,AMW,Mi,nHM,nX,H%,N%,O%,nCsp2,max_conj_path,Rbrid,RFD,NRS,NNRS,nSpiro,nBridgeHead,nR03,nR04,nR07,nR08,nR09,D/Dtr05,D/Dtr09,D/Dtr11,MeanDD,Wap,S3K,PW3,PW4,MAXDN,TIE,LOC,SRW09,piPC09,AAC,IVDE,Vindex,IC1,IC2,IC4,SIC0,SIC2,SIC5,CIC1,CIC4,BIC4,SpMAD_A,ChiA_X,SpPosA_X,SpDiam_X,SM5_X,VE1sign_X,VE2sign_X,SM6_H2,ChiA_D/Dt,J_D/Dt,SpMaxA_D/Dt,Wi_Dz(Z),SM1_Dz(Z),ChiA_Dz(m),J_Dz(i),SM1_Dz(i),AVS_B(m),SpMax_B(m),SM5_B(m),VE1_B(m),VE2sign_B(m),VR2_B(m),SpPosA_B(e),AVS_B(p),SpPosA_B(p),SM3_B(p),VE1_B(p),VE1sign_B(p),VE2sign_B(p),ChiA_B(i),VE1sign_B(i),ATSC1e,ATSC1p,ATSC4p,MATS1m,MATS2m,MATS3m,MATS6m,MATS7m,MATS8m,MATS1e,MATS2e,MATS3e,MATS4e,MATS5e,MATS6e,MATS7e,MATS8e,MATS1p,MATS2p,MATS3p,MATS7p,MATS8p,MATS3i,MATS4i,MATS5i,MATS6i,GATS1m,GATS2m,GATS3m,GATS4m,GATS5m,GATS6m,GATS7m,GATS8m,GATS1e,GATS3e,GATS4e,GATS5e,GATS6e,GATS7e,GATS8e,GATS1p,GATS7p,GATS8p,GATS2i,GATS3i,GATS4i,GATS5i,GATS6i,JGI2,JGI3,JGI4,JGI5,JGI6,JGI7,JGI8,JGI9,JGI10,JGT,SpMax2_Bh(m),SpMax4_Bh(m),SpMax2_Bh(p),SpMin1_Bh(m),SpMin2_Bh(p),SpMin3_Bh(p),SpMin1_Bh(i),P_VSA_LogP_2,P_VSA_LogP_4,P_VSA_LogP_5,P_VSA_LogP_6,P_VSA_LogP_8,P_VSA_MR_5,P_VSA_MR_8,P_VSA_m_2,P_VSA_m_4,P_VSA_m_5,P_VSA_i_1,P_VSA_i_2,P_VSA_i_4,P_VSA_s_3,P_VSA_s_5,P_VSA_ppp_L,P_VSA_ppp_N,P_VSA_charge_3,P_VSA_charge_4,P_VSA_charge_5,P_VSA_charge_6,P_VSA_charge_7,P_VSA_charge_8,P_VSA_charge_10,P_VSA_charge_11,P_VSA_charge_13,Eta_betaS_A,Eta_betaP_A,Eta_FL,Eta_B_A,Eta_sh_p,Eta_sh_y,Eta_sh_x,Eta_D_AlphaB,Eta_epsi_2,Eta_epsi_5,Eta_D_epsiA,Eta_D_epsiD,Eta_D_beta,SpMaxA_EA(dm),SpMAD_EA(dm),SpMAD_EA(ri),SpMAD_AEA(bo),SpMax_AEA(dm),SpMAD_AEA(dm),SpMax_AEA(ri),SM04_EA(bo),SM04_EA(dm),SM07_EA(dm),SM05_AEA(dm),SM09_AEA(dm),SM13_AEA(ri),Eig12_EA(bo),Eig03_EA(dm),Eig04_EA(dm),Eig05_EA(dm),Eig06_EA(dm),Eig07_EA(dm),Eig08_EA(dm),Eig09_EA(dm),Eig10_EA(dm),Eig11_EA(dm),Eig12_EA(dm),Eig13_EA(dm),Eig14_EA(dm),Eig15_EA(dm),Eig06_EA(ri),Eig03_AEA(dm),Eig14_AEA(ri),SP16,nCp,nCt,nCconj,nR=Cp,nR=Cs,nR=Ct,nArCOOH,nRCOOR,nArCOOR,nRCONH2,nArCONHR,nRCONR2,nArOCON,nRCHO,nArCO,nCONN,nArCNO,nArNH2,nRNHR,nArNHR,nN-N,nArNO2,nArOH,nOHp,nOHt,nROR,nArOR,nSO,nS(=O)2,nSO2OH,nSO3,nCH2RX,nArX,nCXr,nCXr=,nPyrroles,nThiophenes,C-005,C-006,C-007,C-011,C-012,C-018,C-019,C-026,C-027,C-028,C-033,C-034,C-035,C-036,C-038,C-041,C-043,H-047,H-051,H-052,H-053,H-054,O-057,O-060,N-071,N-072,N-073,N-075,F-081,F-084,Br-094,I-099,SssCH2,SdsCH,SdssC,SaasC,SssssC,SdsN,SaaNH,SaaO,SdS,NssCH2,NdssC,NaaaC,NdNH,NsssN,NssS,minsCH3,minssCH2,minaaCH,minsssCH,minaasC,minaaN,minsOH,MaxssCH2,MaxsssCH,MaxdssC,MaxssssC,MaxssNH,MaxdO,MaxssO,MaxsBr,gmax,CATS2D_01_DD,CATS2D_04_DD,CATS2D_05_DD,CATS2D_06_DD,CATS2D_08_DD,CATS2D_09_DD,CATS2D_01_DA,CATS2D_02_DA,CATS2D_08_DA,CATS2D_02_DP,CATS2D_05_DP,CATS2D_07_DP,CATS2D_08_DP,CATS2D_09_DP,CATS2D_02_DN,CATS2D_04_DN,CATS2D_05_DN,CATS2D_06_DN,CATS2D_07_DN,CATS2D_09_DN,CATS2D_03_DL,CATS2D_04_DL,CATS2D_05_DL,CATS2D_06_DL,CATS2D_08_DL,CATS2D_02_AP,CATS2D_04_AP,CATS2D_05_AP,CATS2D_06_AP,CATS2D_07_AP,CATS2D_08_AP,CATS2D_09_AP,CATS2D_05_AN,CATS2D_06_AN,CATS2D_07_AN,CATS2D_08_AN,CATS2D_09_AN,CATS2D_03_AL,CATS2D_05_AL,CATS2D_06_AL,CATS2D_06_PP,CATS2D_02_PN,CATS2D_04_PN,CATS2D_05_PN,CATS2D_07_PN,CATS2D_03_PL,CATS2D_04_PL,CATS2D_06_PL,CATS2D_07_PL,CATS2D_08_PL,CATS2D_09_PL,CATS2D_06_NN,CATS2D_02_NL,CATS2D_04_NL,CATS2D_05_NL,CATS2D_06_NL,CATS2D_09_NL,CATS2D_04_LL,CATS2D_07_LL,CATS2D_09_LL,SHED_DA,SHED_AA,SHED_AN,SHED_AL,SHED_PP,SHED_LL,T(N..F),T(N..Br),T(S..S),T(S..Br),T(Cl..Br),B01[C-C],B01[C-N],B01[C-O],B01[C-F],B01[C-I],B01[N-N],B01[N-O],B02[C-C],B02[C-O],B02[N-O],B02[O-O],B02[O-S],B02[S-S],B03[C-C],B03[C-O],B03[N-S],B03[N-F],B03[N-Cl],B03[N-Br],B03[O-Br],B03[O-I],B03[S-S],B04[C-C],B04[C-O],B04[C-S],B04[C-Cl],B04[N-N],B04[N-S],B04[N-Cl],B04[O-O],B04[O-F],B04[O-Cl],B04[S-Br],B04[Cl-Cl],B04[Cl-Br],B04[Cl-I],B05[C-C],B05[C-O],B05[C-I],B05[N-F],B05[N-Cl],B05[O-O],B05[O-Br],B05[O-I],B05[Cl-Cl],B05[Br-Br],B06[C-C],B06[C-N],B06[C-O],B06[N-O],B06[N-S],B06[O-O],B06[O-F],B06[O-Br],B06[S-S],B06[Cl-Cl],B07[C-N],B07[C-S],B07[N-N],B07[N-S],B07[N-F],B07[N-Cl],B07[O-O],B07[O-F],B07[S-S],B08[C-C],B08[C-N],B08[C-O],B08[C-Br],B08[N-O],B08[N-S],B08[O-O],B08[Cl-Cl],B08[Cl-Br],B08[Br-Br],B09[C-C],B09[C-N],B09[C-S],B09[C-I],B09[N-N],B09[N-O],B09[N-Cl],B09[N-Br],B09[O-O],B09[O-F],B09[Cl-Cl],B10[C-C],B10[C-N],B10[C-S],B10[C-F],B10[C-Cl],B10[C-Br],B10[N-N],B10[N-O],B10[N-S],B10[O-O],B10[O-S],B10[O-F],B10[O-Cl],B10[O-Br],F01[C-S],F01[O-S],F02[C-S],F02[N-N],F02[N-O],F02[O-O],F03[C-Br],F03[N-O],F03[O-S],F04[C-S],F04[N-O],F04[N-Br],F04[O-S],F04[Br-Br],F05[C-N],F05[C-S],F05[N-N],F05[N-S],F05[O-S],F05[O-F],F05[O-I],F06[C-N],F06[C-S],F06[N-N],F06[N-O],F06[N-F],F06[O-S],F06[O-Cl],F07[C-N],F07[C-F],F07[N-O],F07[N-F],F07[O-O],F07[O-S],F07[O-Cl],F08[C-N],F08[C-S],F08[C-Cl],F08[N-N],F08[N-O],F08[O-S],F08[O-F],F08[O-Br],F09[C-N],F09[C-F],F09[O-S],F09[O-F],F09[O-Br],F09[O-I],F10[C-N],F10[C-Cl],F10[O-O],G(N..N),G(N..O),G(N..S),G(O..S),G(O..F),G(S..Cl),G(F..F),G(Cl..Cl),G(Br..Br),Ui,ESOL,SAscore,QEDu,CATS3D_01_DD,CATS3D_02_DD,CATS3D_03_DD,CATS3D_04_DD,CATS3D_05_DD,CATS3D_06_DD,CATS3D_11_DD,CATS3D_12_DD,CATS3D_13_DD,CATS3D_14_DD,CATS3D_16_DD,CATS3D_17_DD,CATS3D_18_DD,CATS3D_19_DD,CATS3D_01_DA,CATS3D_02_DA,CATS3D_03_DA,CATS3D_04_DA,CATS3D_06_DA,CATS3D_07_DA,CATS3D_17_DA,CATS3D_02_DP,CATS3D_04_DP,CATS3D_05_DP,CATS3D_06_DP,CATS3D_07_DP,CATS3D_08_DP,CATS3D_09_DP,CATS3D_11_DP,CATS3D_14_DP,CATS3D_04_DN,CATS3D_05_DN,CATS3D_07_DN,CATS3D_08_DN,CATS3D_09_DN,CATS3D_10_DN,CATS3D_12_DN,CATS3D_13_DN,CATS3D_15_DN,CATS3D_19_DN,CATS3D_01_DL,CATS3D_02_DL,CATS3D_03_DL,CATS3D_04_DL,CATS3D_05_DL,CATS3D_06_DL,CATS3D_07_DL,CATS3D_18_DL,CATS3D_19_DL,CATS3D_01_AA,CATS3D_08_AA,CATS3D_10_AA,CATS3D_12_AA,CATS3D_13_AA,CATS3D_14_AA,CATS3D_15_AA,CATS3D_18_AA,CATS3D_19_AA,CATS3D_03_AP,CATS3D_05_AP,CATS3D_06_AP,CATS3D_08_AP,CATS3D_09_AP,CATS3D_10_AP,CATS3D_11_AP,CATS3D_00_AN,CATS3D_02_AN,CATS3D_03_AN,CATS3D_04_AN,CATS3D_06_AN,CATS3D_07_AN,CATS3D_09_AN,CATS3D_10_AN,CATS3D_11_AN,CATS3D_12_AN,CATS3D_13_AN,CATS3D_14_AN,CATS3D_16_AN,CATS3D_18_AN,CATS3D_19_AN,CATS3D_00_AL,CATS3D_01_AL,CATS3D_02_AL,CATS3D_03_AL,CATS3D_04_AL,CATS3D_11_AL,CATS3D_05_PN,CATS3D_01_PL,CATS3D_03_PL,CATS3D_04_PL,CATS3D_05_PL,CATS3D_06_PL,CATS3D_07_PL,CATS3D_08_PL,CATS3D_09_PL,CATS3D_10_PL,CATS3D_11_PL,CATS3D_12_PL,CATS3D_13_PL,CATS3D_13_NN,CATS3D_01_NL,CATS3D_02_NL,CATS3D_05_NL,CATS3D_06_NL,CATS3D_08_NL,CATS3D_09_NL,CATS3D_10_NL,CATS3D_11_NL,CATS3D_12_NL,CATS3D_13_NL,CATS3D_14_NL,CATS3D_00_LL,CATS3D_12_LL,CATS3D_13_LL,CATS3D_16_LL,CATS3D_17_LL,MDEC-11,MDEC-14,MDEC-22,MDEN-11,MDEN-12,MDEN-13,MDEN-23,meanDistFromCC,nLevel2,nLevel4,nLevel6,nLevel7,nLevel9,phLevel1,phLevel2,phLevel3,arLevel1,s1_size,s2_size,s2_relSize,s2_phSize,s3_phSize,s2_phRelSize,s3_phRelSize,s1_phRelSize_2,s2_phRelSize_2,s1_relPathLength_2,s2_relPathLength_2,s4_relPathLength_2,s2_numSharedNeighbors,s3_numSharedNeighbors,s1_numRotBonds,s2_numRotBonds,s3_numRotBonds,s2_numAroBonds,s3_numAroBonds,s4_numAroBonds,s34_phRelSize
SW1,182.2,7.007692308,1.160107692,0,0,53.84615385,0,23.07692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.121212121,206,3.363654305,0.358630952,0.130860325,3.002638889,54.94630419,1.79248125,0,0,1.457265914,1.459147917,0.834227661,2.199687795,2.87314068,3.546593564,0.310027572,0.611249341,0.754523784,2.500751923,1.153846154,0.763717355,1.182972447,0.992553421,0.331997991,2,0,0,0,7.149920685,0.090909091,11,0.916666667,191,0.916290732,0.035260148,4.175961734,0.712263298,3.1086,3.396783373,6.762107614,3.069355311,0,0.874316949,1.355566036,2.66975,1.011488603,4.238922161,3.20118875,0,0,0.302778175,0,0.294959812,1.962906706,2.600740867,-0.153957892,-0.190046086,0.04767533,-0.034226686,0.054250898,0.30809963,-0.330236922,-0.238932979,0.133236729,-0.042639698,-0.005422424,-0.008775621,-0.010860726,0.025053759,0.194758512,-0.264424633,-0.14017764,0.196891464,0.352620796,-0.132578152,-0.040597705,-0.017007131,-0.02462463,1.058775163,1.080498123,0.913525418,1.085144238,1.001668076,1.014182621,0.932712804,0.616531786,1.221082726,0.840348366,1.086830557,0.993861863,0.989542798,0.973946686,0.726321295,1.464102921,0.253011967,0.0101995,1.807287095,1.203381358,0.902365337,0.77315658,0.675935618,0.158730159,0.0625,0.04,0.020833333,0.010204082,0,0,0,0,0.564994846,3.360619936,2.581480634,3.2541691,1.889693682,1.705040541,1.383728,1.680321662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333,0,1.738177626,0.031157398,0.4,0.4,0,0.083333336,1.083333333,0.822222222,0.235222672,0.261111111,-7,0,0,1.242233954,1.356553331,3.276472061,1.481581019,3.925945747,4.94875989,0,0,-1.874960086,0,1.414213562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.908140724,0,3.930224545,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.451636432,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-0.725818216,0,-1.669305556,0,0,8.343318216,-0.725818216,-1.526666667,0,0,0,0,0,0,8.95662037,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.435987798,4.435987798,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.440006469,3.684699738,0.262453377,0,2,2,5,3,0,0,0,0,0,0,0,0,0,0,2,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,2.363636364,3.5,1.5,0,0,0,1,2,1.5,0,0,1,0.083333333,1,1.5,0.083333333,0.125,0,1,0,0,0.645833333,0,0,0,0,0.5,0,0,0,0.416666667
SW2,180.18,7.5075,1.15615,0,0,50,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.121212121,206,3.180648416,0.358630952,0.130860325,3.120694444,54.74008994,1.79248125,0,0,1.5,1.459147917,0.834227661,2.773131523,3.621653522,4.501629167,0.327156438,0.789898177,0.940157976,1.811830977,0.083333333,0.981824642,1.182972447,0.992553421,0.331997991,2,0,0,0,7.149920685,0.090909091,11,0.916666667,186.875,0.916290732,0.03586412,4.253224871,0.712263298,3.17763559,3.430574909,6.874532743,3.120331195,0.001007357,0.874368565,1.375098869,2.73878559,1.042689295,4.304883314,3.247325237,0.030989557,0.002582463,0.296675537,0.01378041,0.293987233,1.888079051,2.546278407,-0.147419494,-0.207548344,0.039829168,0,0.070024111,0.220594937,-0.311866743,-0.246791558,0.12793612,-0.040581487,0,0,-0.007463984,-0.07587101,0.177009429,-0.287275248,-0.143516288,0.256825721,0.383241094,-0.133609926,-0.027599243,0,0,0.973637769,1.046285443,0.908401897,1.071799258,0.997975477,1.017796549,0.99528752,0.811835801,1.142823461,0.835141622,1.063631249,0.987935632,1.002736781,1.043192352,0.923772866,1.393852034,0.18542937,0.012941252,1.750038669,1.165153253,0.865805138,0.74477437,0.637994889,0.158730159,0.0625,0.04,0.020833333,0.010204082,0,0,0,0,0.564994846,3.384833742,2.584887518,3.250626274,1.874911469,1.685686776,1.348040772,1.67850573,0,48.34017888,0,0,0,0,0,11.42414985,0,0,0,11.42414985,0,0,0,0,0,0,0,0,0,0,0,11.771102,11.42414985,0,0.583333333,0.125,2.105833209,0.031157398,0.4,0.4,0,0.083333336,1.083333333,0.852941176,0.265350877,0.230392157,-5.5,0.135353837,0.270707674,1.269194104,1.418026448,3.414047468,1.55322682,3.928838057,5.043425117,2.382172726,0,-1.874960086,0,1.524479279,0,0,0,0,0,0,0,0,0,-1.488892206,0,0,0,0,0,2.37359429,0,3.930238757,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.760115268,0.025774754,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.760115268,0,-1.787361111,0,0,8.317489135,-0.760115268,-1.574444444,0,0,0,9.896426209,0,0,9.896426209,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.435987798,4.435987798,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.378585605,3.935855702,0.287046599,0,2,1,4,2,0,0,0,0,0,0,0,0,0,0,2,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,2.363636364,3.5,1.5,0,0,0,1,2,1.5,0,0,1,0.083333333,1,1.5,0.083333333,0.125,0,1,0,0,0.645833333,0,0,0,0,0.5,0,0,0,0.416666667
SW3,75.08,7.508,1.17475,0,0,50,10,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,18,3.597402597,0.2,0,2.634259259,4.198346404,0.970950594,0,0,1.760964047,1.370950594,1.105623465,2.921928095,2.921928095,2.257542476,0.530103,0.879588002,0.239794001,0.4,1.064385619,0.679588002,1.045250372,0.997210283,0.315470054,2,0,0.241180955,0.048236191,4.966092287,0.25,4,0.8,14.57142857,0.496436886,0.199787705,3.170574778,0.451966942,3.054265415,3.326386538,6.106337183,2.090625501,0.056269882,0.72322177,1.38105253,2.594885415,1.031785432,3.42255591,2.096675569,0.419597903,0.083919581,0.304819454,0.315067969,0.102945883,0.516505963,0.124627268,-0.183046507,0.055344187,-0.137499621,0,0,0,-0.359955562,0.237286079,-0.082638794,-0.679143502,0.532914323,0,0,0,0.005960282,-0.51348783,-0.073173485,0,0,0.007128202,0.182574526,0.131094496,0,0.959164323,0.773305594,1.096291971,1.566637254,0,0,0,0,1.069136051,1.133958472,1.79947647,0,0,0,0,1.423293092,0,0,1.688386672,0.556545916,0.054031189,0,0,0.111111111,0,0,0,0,0,0,0,0,0.486111111,2.690874834,1.592148728,2.371043979,1.691542181,1.191563434,0.630198846,1.41225964,35.00289181,68.73814467,0,0,0,35.00289181,0,35.91276629,0,0,0,3.015578815,32.89718747,3.015578815,0,0,0.909874473,25.14492703,0,0,0,0,0,0,0,0,0.55,0.3,1.171674764,0.028788878,0.516129032,0.241935484,0,0.086666666,1.086666667,0.791666667,0.275686275,0.295,-1.25,0.593486448,1.266547014,1.212498677,1.254089769,3.597589254,1.302523742,3.169468043,4.17438727,3.694124268,5.984587892,0,0,-1.27133037,0,-0.922766169,-1.610327859,0,0,0,0,0,0,0,0,0,0,0,0,0.37336987,0,0.000139877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.277777778,0,-0.967592593,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.277777778,0,0,0,0,7.597222222,-0.277777778,0,-0.967592593,0,0,9.243055556,0,0,9.243055556,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.889881575,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.154419899,0,0,0,0,0,0,0,1,0.841346667,2.554591129,0.481878156,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SW4,92.11,6.579285714,1.1635,0,0,57.14285714,0,21.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.066666667,31,2.883116883,0.280952381,0.047619048,2.287037037,9.246504216,1.459147917,0,0,1.413799565,1.459147917,0.954772093,2.155968102,2.610577243,2.535400999,0.371333798,0.685666899,0.41772897,1.65138682,1.271953923,0.685162087,1.149829914,0.994169106,0.352559179,2,0,0.030476867,0.005079478,5.43398345,0.2,5,0.833333333,28,0.559615788,0.122692785,2.964049983,0.418249702,2.9361,3.101663011,5.916099009,2.279632643,0.022693218,0.764397162,1.321223322,2.49725,0.994954104,3.470526557,2.371735958,0.077226799,0.012871133,0.326335655,0.129258509,0.135221413,0.931693399,0.454792718,-0.171766119,-0.263596847,0.001899593,0.720294761,0,0,-0.309633627,-0.262892658,0.143234076,-0.07921917,-0.005238316,0.384172014,0,0,0.026885365,-0.348637315,-0.213566642,0,0,-0.197246827,0.152355811,0.269458654,0.26673685,1.100468237,1.168648015,0.937643436,1.047171502,0.605666288,0,0,0,1.190138673,0.827972149,1.12339601,0.733051562,0,0,0,1.647045338,0,0,1.708061508,1.020027171,0.261449092,5.16E-05,0,0.133333333,0.03125,0,0,0,0,0,0,0,0.464583333,2.826054574,1.622681454,2.656588808,1.807033271,1.333453274,0.943731403,1.528198822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541666667,0,0.932314643,0.017656598,0.4,0.2,0,0.083333336,1.083333333,0.822222222,0.215714286,0.261111111,-3.25,0,0,1.061030854,1.168323851,2.663464739,1.308431262,3.233030278,3.663561646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0.008419146,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.729166667,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-0.364583333,0,-0.953703704,0,0,7.924768519,-0.364583333,-0.953703704,0,0,0,0,0,0,8.166666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.889881575,1.889881575,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621822722,2.853091581,0.438103286,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
